canonical_id,dow,hour,busyness,busyness_pct
cv_0036,4,7,1107.0,4.9
cv_0036,4,8,1877.5,8.3
cv_0036,4,9,1689.5,7.5
cv_0036,4,10,1619.0,7.2
cv_0036,4,11,1841.5,8.1
cv_0036,4,12,2309.1,10.2
cv_0036,4,13,2588.6,11.4
cv_0036,4,14,3490.8,15.4
cv_0036,4,15,4430.6,19.6
cv_0036,4,16,4778.3,21.1
cv_0036,4,17,4979.6,22.0
cv_0036,4,18,4269.6,18.9
cv_0036,4,19,3509.3,15.5
cv_0036,4,20,2684.4,11.9
cv_0036,4,21,2193.7,9.7
cv_0036,4,22,1791.3,7.9
cv_0036,4,23,1375.6,6.1
cv_0036,5,0,881.9,3.9
cv_0036,5,1,400.6,1.8
cv_0036,5,2,199.5,0.9
cv_0036,5,3,121.0,0.5
cv_0036,5,4,94.1,0.4
cv_0036,5,5,79.5,0.4
cv_0036,5,6,157.3,0.7
cv_0036,5,7,284.7,1.3
cv_0036,5,8,479.2,2.1
cv_0036,5,9,774.3,3.4
cv_0036,5,10,1221.4,5.4
cv_0036,5,11,1677.0,7.4
cv_0036,5,12,2193.3,9.7
cv_0036,5,13,2584.9,11.4
cv_0036,5,14,2864.3,12.7
cv_0036,5,15,3151.7,13.9
cv_0036,5,16,3169.7,14.0
cv_0036,5,17,3045.6,13.5
cv_0036,5,18,2903.6,12.8
cv_0036,5,19,2511.6,11.1
cv_0036,5,20,1955.5,8.6
cv_0036,5,21,1709.6,7.6
cv_0036,5,22,1544.4,6.8
cv_0036,5,23,1288.5,5.7
cv_0036,6,0,779.6,3.4
cv_0036,6,1,389.4,1.7
cv_0036,6,2,192.0,0.8
cv_0036,6,3,121.8,0.5
cv_0036,6,4,96.2,0.4
cv_0036,6,5,76.5,0.3
cv_0036,6,6,126.7,0.6
cv_0036,6,7,232.1,1.0
cv_0036,6,8,358.8,1.6
cv_0036,6,9,565.3,2.5
cv_0036,6,10,924.7,4.1
cv_0036,6,11,1301.6,5.7
cv_0036,6,12,1720.2,7.6
cv_0036,6,13,1946.3,8.6
cv_0036,6,14,2137.3,9.4
cv_0036,6,15,2321.7,10.3
cv_0036,6,16,2354.5,10.4
cv_0036,6,17,2274.2,10.0
cv_0036,6,18,2130.7,9.4
cv_0036,6,19,1695.8,7.5
cv_0036,6,20,1387.1,6.1
cv_0036,6,21,1161.3,5.1
cv_0036,6,22,965.7,4.3
cv_0036,6,23,616.8,2.7
cv_0037,0,0,302.3,1.3
cv_0037,0,1,124.2,0.5
cv_0037,0,2,66.4,0.3
cv_0037,0,3,43.1,0.2
cv_0037,0,4,59.7,0.3
cv_0037,0,5,220.3,1.0
cv_0037,0,6,674.1,3.0
cv_0037,0,7,1817.8,8.0
cv_0037,0,8,3388.1,15.0
cv_0037,0,9,2652.1,11.7
cv_0037,0,10,1861.4,8.2
cv_0037,0,11,1784.2,7.9
cv_0037,0,12,1937.5,8.6
cv_0037,0,13,2082.5,9.2
cv_0037,0,14,2510.3,11.1
cv_0037,0,15,3384.9,15.0
cv_0037,0,16,3952.4,17.5
cv_0037,0,17,5303.0,23.4
cv_0037,0,18,4490.9,19.8
cv_0037,0,19,2933.1,13.0
cv_0037,0,20,2201.4,9.7
cv_0037,0,21,1766.0,7.8
cv_0037,0,22,1213.0,5.4
cv_0037,0,23,727.3,3.2
cv_0037,1,0,346.8,1.5
cv_0037,1,1,123.4,0.5
cv_0037,1,2,62.6,0.3
cv_0037,1,3,40.2,0.2
cv_0037,1,4,55.9,0.2
cv_0037,1,5,244.0,1.1
cv_0037,1,6,781.9,3.5
cv_0037,1,7,2187.5,9.7
cv_0037,1,8,4414.2,19.5
cv_0037,1,9,3372.3,14.9
cv_0037,1,10,2100.1,9.3
cv_0037,1,11,1985.3,8.8
cv_0037,1,12,2182.4,9.6
cv_0037,1,13,2324.0,10.3
cv_0037,1,14,2779.0,12.3
cv_0037,1,15,3725.2,16.5
cv_0037,1,16,4581.3,20.2
cv_0037,1,17,6657.3,29.4
cv_0037,1,18,5708.2,25.2
cv_0037,1,19,3517.6,15.5
cv_0037,1,20,2588.9,11.4
cv_0037,1,21,2103.4,9.3
cv_0037,1,22,1489.5,6.6
cv_0037,1,23,941.1,4.2
cv_0037,2,0,408.0,1.8
cv_0037,2,1,156.2,0.7
cv_0037,2,2,76.4,0.3
cv_0037,2,3,46.2,0.2
cv_0037,2,4,57.8,0.3
cv_0037,2,5,243.7,1.1
cv_0037,2,6,773.2,3.4
cv_0037,2,7,2144.1,9.5
cv_0037,2,8,4345.3,19.2
cv_0037,2,9,3329.2,14.7
cv_0037,2,10,2092.5,9.2
cv_0037,2,11,1997.4,8.8
cv_0037,2,12,2202.0,9.7
cv_0037,2,13,2374.9,10.5
cv_0037,2,14,2800.6,12.4
cv_0037,2,15,3715.8,16.4
cv_0037,2,16,4534.7,20.0
cv_0037,2,17,6557.6,29.0
cv_0037,2,18,5628.2,24.9
cv_0037,2,19,3490.6,15.4
cv_0037,2,20,2591.7,11.4
cv_0037,2,21,2100.6,9.3
cv_0037,2,22,1523.1,6.7
cv_0037,2,23,969.4,4.3
cv_0037,3,0,441.9,2.0
cv_0037,3,1,177.4,0.8
cv_0037,3,2,92.0,0.4
cv_0037,3,3,52.3,0.2
cv_0037,3,4,61.1,0.3
cv_0037,3,5,240.8,1.1
cv_0037,3,6,744.4,3.3
cv_0037,3,7,2055.6,9.1
cv_0037,3,8,4059.5,17.9
cv_0037,3,9,3219.8,14.2
cv_0037,3,10,2070.9,9.1
cv_0037,3,11,1988.2,8.8
cv_0037,3,12,2189.7,9.7
cv_0037,3,13,2354.4,10.4
cv_0037,3,14,2792.3,12.3
cv_0037,3,15,3685.5,16.3
cv_0037,3,16,4471.0,19.8
cv_0037,3,17,6330.5,28.0
cv_0037,3,18,5532.4,24.4
cv_0037,3,19,3465.5,15.3
cv_0037,3,20,2621.6,11.6
cv_0037,3,21,2116.9,9.4
cv_0037,3,22,1586.5,7.0
cv_0037,3,23,1054.4,4.7
cv_0037,4,0,523.8,2.3
cv_0037,4,1,209.3,0.9
cv_0037,4,2,111.8,0.5
cv_0037,4,3,63.5,0.3
cv_0037,4,4,70.8,0.3
cv_0037,4,5,222.0,1.0
cv_0037,4,6,634.0,2.8
cv_0037,4,7,1537.7,6.8
cv_0037,4,8,2549.9,11.3
cv_0037,4,9,2313.6,10.2
cv_0037,4,10,2037.1,9.0
cv_0037,4,11,2003.3,8.9
cv_0037,4,12,2234.0,9.9
cv_0037,4,13,2435.1,10.8
cv_0037,4,14,2947.5,13.0
cv_0037,4,15,3763.6,16.6
cv_0037,4,16,4403.7,19.5
cv_0037,4,17,4962.9,21.9
cv_0037,4,18,4530.8,20.0
cv_0037,4,19,3383.1,14.9
cv_0037,4,20,2594.4,11.5
cv_0037,4,21,2118.4,9.4
cv_0037,4,22,1714.9,7.6
cv_0037,4,23,1224.0,5.4
cv_0037,5,0,809.8,3.6
cv_0037,5,1,403.0,1.8
cv_0037,5,2,238.8,1.1
cv_0037,5,3,147.1,0.6
cv_0037,5,4,108.9,0.5
cv_0037,5,5,107.6,0.5
cv_0037,5,6,235.0,1.0
cv_0037,5,7,443.6,2.0
cv_0037,5,8,762.5,3.4
cv_0037,5,9,1234.8,5.5
cv_0037,5,10,1667.8,7.4
cv_0037,5,11,1945.9,8.6
cv_0037,5,12,2258.2,10.0
cv_0037,5,13,2495.4,11.0
cv_0037,5,14,2607.8,11.5
cv_0037,5,15,2868.2,12.7
cv_0037,5,16,2962.6,13.1
cv_0037,5,17,2977.6,13.2
cv_0037,5,18,2931.3,12.9
cv_0037,5,19,2554.8,11.3
cv_0037,5,20,1924.9,8.5
cv_0037,5,21,1717.7,7.6
cv_0037,5,22,1548.5,6.8
cv_0037,5,23,1245.3,5.5
cv_0037,6,0,799.7,3.5
cv_0037,6,1,409.7,1.8
cv_0037,6,2,237.3,1.0
cv_0037,6,3,151.1,0.7
cv_0037,6,4,121.5,0.5
cv_0037,6,5,98.1,0.4
cv_0037,6,6,189.9,0.8
cv_0037,6,7,327.0,1.4
cv_0037,6,8,611.0,2.7
cv_0037,6,9,1015.9,4.5
cv_0037,6,10,1356.7,6.0
cv_0037,6,11,1610.1,7.1
cv_0037,6,12,1817.4,8.0
cv_0037,6,13,1972.8,8.7
cv_0037,6,14,2094.0,9.3
cv_0037,6,15,2120.5,9.4
cv_0037,6,16,2188.6,9.7
cv_0037,6,17,2239.0,9.9
cv_0037,6,18,2117.7,9.4
cv_0037,6,19,1661.7,7.3
cv_0037,6,20,1393.5,6.2
cv_0037,6,21,1208.0,5.3
cv_0037,6,22,951.8,4.2
cv_0037,6,23,621.8,2.7
cv_0038,0,0,252.1,1.1
cv_0038,0,1,103.4,0.5
cv_0038,0,2,59.1,0.3
cv_0038,0,3,40.2,0.2
cv_0038,0,4,46.4,0.2
cv_0038,0,5,75.1,0.3
cv_0038,0,6,251.0,1.1
cv_0038,0,7,723.8,3.2
cv_0038,0,8,1412.0,6.2
cv_0038,0,9,1165.1,5.1
cv_0038,0,10,1106.8,4.9
cv_0038,0,11,1376.4,6.1
cv_0038,0,12,1786.6,7.9
cv_0038,0,13,2144.0,9.5
cv_0038,0,14,2625.6,11.6
cv_0038,0,15,3239.1,14.3
cv_0038,0,16,3860.7,17.1
cv_0038,0,17,4737.2,20.9
cv_0038,0,18,3995.9,17.7
cv_0038,0,19,2899.3,12.8
cv_0038,0,20,2012.8,8.9
cv_0038,0,21,1529.2,6.8
cv_0038,0,22,963.2,4.3
cv_0038,0,23,546.6,2.4
cv_0038,1,0,259.9,1.1
cv_0038,1,1,101.0,0.4
cv_0038,1,2,56.9,0.3
cv_0038,1,3,37.3,0.2
cv_0038,1,4,43.3,0.2
cv_0038,1,5,76.8,0.3
cv_0038,1,6,275.0,1.2
cv_0038,1,7,840.6,3.7
cv_0038,1,8,1747.6,7.7
cv_0038,1,9,1397.3,6.2
cv_0038,1,10,1213.5,5.4
cv_0038,1,11,1485.3,6.6
cv_0038,1,12,1890.1,8.4
cv_0038,1,13,2231.9,9.9
cv_0038,1,14,2829.9,12.5
cv_0038,1,15,3469.6,15.3
cv_0038,1,16,4175.4,18.4
cv_0038,1,17,5482.7,24.2
cv_0038,1,18,4696.7,20.7
cv_0038,1,19,3359.6,14.8
cv_0038,1,20,2434.1,10.8
cv_0038,1,21,1885.8,8.3
cv_0038,1,22,1287.2,5.7
cv_0038,1,23,718.5,3.2
cv_0038,2,0,319.0,1.4
cv_0038,2,1,135.3,0.6
cv_0038,2,2,68.1,0.3
cv_0038,2,3,42.5,0.2
cv_0038,2,4,45.4,0.2
cv_0038,2,5,77.1,0.3
cv_0038,2,6,272.1,1.2
cv_0038,2,7,832.5,3.7
cv_0038,2,8,1724.6,7.6
cv_0038,2,9,1379.9,6.1
cv_0038,2,10,1209.1,5.3
cv_0038,2,11,1493.5,6.6
cv_0038,2,12,1918.6,8.5
cv_0038,2,13,2261.3,10.0
cv_0038,2,14,2839.0,12.5
cv_0038,2,15,3480.5,15.4
cv_0038,2,16,4171.2,18.4
cv_0038,2,17,5415.5,23.9
cv_0038,2,18,4648.0,20.5
cv_0038,2,19,3349.0,14.8
cv_0038,2,20,2455.0,10.8
cv_0038,2,21,1904.1,8.4
cv_0038,2,22,1327.5,5.9
cv_0038,2,23,778.5,3.4
cv_0038,3,0,343.2,1.5
cv_0038,3,1,152.6,0.7
cv_0038,3,2,77.9,0.3
cv_0038,3,3,46.5,0.2
cv_0038,3,4,49.6,0.2
cv_0038,3,5,78.7,0.3
cv_0038,3,6,266.9,1.2
cv_0038,3,7,812.1,3.6
cv_0038,3,8,1670.1,7.4
cv_0038,3,9,1350.6,6.0
cv_0038,3,10,1203.7,5.3
cv_0038,3,11,1496.8,6.6
cv_0038,3,12,1910.4,8.4
cv_0038,3,13,2270.0,10.0
cv_0038,3,14,2857.4,12.6
cv_0038,3,15,3500.6,15.5
cv_0038,3,16,4180.9,18.5
cv_0038,3,17,5309.8,23.5
cv_0038,3,18,4596.7,20.3
cv_0038,3,19,3381.3,14.9
cv_0038,3,20,2509.5,11.1
cv_0038,3,21,1973.2,8.7
cv_0038,3,22,1393.9,6.2
cv_0038,3,23,864.6,3.8
cv_0038,4,0,459.3,2.0
cv_0038,4,1,207.5,0.9
cv_0038,4,2,115.5,0.5
cv_0038,4,3,69.5,0.3
cv_0038,4,4,62.3,0.3
cv_0038,4,5,80.3,0.4
cv_0038,4,6,248.2,1.1
cv_0038,4,7,657.7,2.9
cv_0038,4,8,1147.0,5.1
cv_0038,4,9,1109.9,4.9
cv_0038,4,10,1215.1,5.4
cv_0038,4,11,1545.1,6.8
cv_0038,4,12,2033.3,9.0
cv_0038,4,13,2542.5,11.2
cv_0038,4,14,3152.6,13.9
cv_0038,4,15,3887.8,17.2
cv_0038,4,16,4456.0,19.7
cv_0038,4,17,5046.5,22.3
cv_0038,4,18,4382.3,19.4
cv_0038,4,19,3505.5,15.5
cv_0038,4,20,2579.1,11.4
cv_0038,4,21,2093.4,9.2
cv_0038,4,22,1601.5,7.1
cv_0038,4,23,1222.8,5.4
cv_0038,5,0,886.0,3.9
cv_0038,5,1,486.3,2.1
cv_0038,5,2,297.2,1.3
cv_0038,5,3,165.4,0.7
cv_0038,5,4,113.9,0.5
cv_0038,5,5,71.4,0.3
cv_0038,5,6,129.1,0.6
cv_0038,5,7,231.3,1.0
cv_0038,5,8,392.2,1.7
cv_0038,5,9,637.7,2.8
cv_0038,5,10,1000.6,4.4
cv_0038,5,11,1506.7,6.7
cv_0038,5,12,2154.6,9.5
cv_0038,5,13,2823.1,12.5
cv_0038,5,14,3355.5,14.8
cv_0038,5,15,4080.8,18.0
cv_0038,5,16,4377.0,19.3
cv_0038,5,17,4374.0,19.3
cv_0038,5,18,4086.6,18.1
cv_0038,5,19,3487.8,15.4
cv_0038,5,20,2586.3,11.4
cv_0038,5,21,1981.2,8.8
cv_0038,5,22,1590.4,7.0
cv_0038,5,23,1238.9,5.5
cv_0038,6,0,881.5,3.9
cv_0038,6,1,496.7,2.2
cv_0038,6,2,287.3,1.3
cv_0038,6,3,168.4,0.7
cv_0038,6,4,120.5,0.5
cv_0038,6,5,68.2,0.3
cv_0038,6,6,100.0,0.4
cv_0038,6,7,188.6,0.8
cv_0038,6,8,331.0,1.5
cv_0038,6,9,504.9,2.2
cv_0038,6,10,798.9,3.5
cv_0038,6,11,1204.2,5.3
cv_0038,6,12,1735.9,7.7
cv_0038,6,13,2300.5,10.2
cv_0038,6,14,2726.8,12.0
cv_0038,6,15,3159.7,14.0
cv_0038,6,16,3306.8,14.6
cv_0038,6,17,3270.5,14.4
cv_0038,6,18,3129.6,13.8
cv_0038,6,19,2351.9,10.4
cv_0038,6,20,1788.5,7.9
cv_0038,6,21,1333.3,5.9
cv_0038,6,22,928.7,4.1
cv_0038,6,23,541.8,2.4
cv_0039,0,0,25.1,0.1
cv_0039,0,1,14.6,0.1
cv_0039,0,2,12.0,0.1
cv_0039,0,3,22.9,0.1
cv_0039,0,4,54.3,0.2
cv_0039,0,5,176.5,0.8
cv_0039,0,6,324.2,1.4
cv_0039,0,7,657.5,2.9
cv_0039,0,8,741.5,3.3
cv_0039,0,9,475.0,2.1
cv_0039,0,10,352.2,1.6
cv_0039,0,11,324.9,1.4
cv_0039,0,12,336.6,1.5
cv_0039,0,13,355.1,1.6
cv_0039,0,14,408.1,1.8
cv_0039,0,15,434.5,1.9
cv_0039,0,16,428.9,1.9
cv_0039,0,17,425.2,1.9
cv_0039,0,18,346.0,1.5
cv_0039,0,19,235.7,1.0
cv_0039,0,20,165.2,0.7
cv_0039,0,21,114.8,0.5
cv_0039,0,22,87.7,0.4
cv_0039,0,23,48.4,0.2
cv_0039,1,0,24.8,0.1
cv_0039,1,1,14.6,0.1
cv_0039,1,2,12.7,0.1
cv_0039,1,3,22.1,0.1
cv_0039,1,4,57.9,0.3
cv_0039,1,5,189.3,0.8
cv_0039,1,6,355.7,1.6
cv_0039,1,7,736.7,3.3
cv_0039,1,8,876.7,3.9
cv_0039,1,9,562.1,2.5
cv_0039,1,10,384.3,1.7
cv_0039,1,11,353.1,1.6
cv_0039,1,12,367.1,1.6
cv_0039,1,13,379.2,1.7
cv_0039,1,14,436.1,1.9
cv_0039,1,15,476.0,2.1
cv_0039,1,16,468.7,2.1
cv_0039,1,17,466.1,2.1
cv_0039,1,18,394.1,1.7
cv_0039,1,19,271.1,1.2
cv_0039,1,20,187.7,0.8
cv_0039,1,21,132.9,0.6
cv_0039,1,22,97.6,0.4
cv_0039,1,23,53.6,0.2
cv_0039,2,0,26.7,0.1
cv_0039,2,1,15.9,0.1
cv_0039,2,2,13.4,0.1
cv_0039,2,3,22.3,0.1
cv_0039,2,4,57.2,0.3
cv_0039,2,5,187.6,0.8
cv_0039,2,6,352.8,1.6
cv_0039,2,7,735.0,3.2
cv_0039,2,8,871.0,3.8
cv_0039,2,9,558.3,2.5
cv_0039,2,10,383.9,1.7
cv_0039,2,11,358.2,1.6
cv_0039,2,12,367.0,1.6
cv_0039,2,13,384.3,1.7
cv_0039,2,14,435.9,1.9
cv_0039,2,15,473.1,2.1
cv_0039,2,16,465.2,2.1
cv_0039,2,17,462.3,2.0
cv_0039,2,18,394.1,1.7
cv_0039,2,19,270.4,1.2
cv_0039,2,20,189.6,0.8
cv_0039,2,21,136.0,0.6
cv_0039,2,22,102.1,0.5
cv_0039,2,23,56.9,0.3
cv_0039,3,0,27.5,0.1
cv_0039,3,1,16.1,0.1
cv_0039,3,2,13.5,0.1
cv_0039,3,3,22.4,0.1
cv_0039,3,4,56.3,0.2
cv_0039,3,5,184.6,0.8
cv_0039,3,6,346.1,1.5
cv_0039,3,7,716.1,3.2
cv_0039,3,8,844.0,3.7
cv_0039,3,9,546.0,2.4
cv_0039,3,10,380.3,1.7
cv_0039,3,11,356.1,1.6
cv_0039,3,12,365.1,1.6
cv_0039,3,13,381.8,1.7
cv_0039,3,14,435.6,1.9
cv_0039,3,15,479.2,2.1
cv_0039,3,16,473.4,2.1
cv_0039,3,17,470.6,2.1
cv_0039,3,18,391.1,1.7
cv_0039,3,19,272.5,1.2
cv_0039,3,20,194.8,0.9
cv_0039,3,21,141.1,0.6
cv_0039,3,22,106.1,0.5
cv_0039,3,23,59.8,0.3
cv_0039,4,0,31.0,0.1
cv_0039,4,1,17.3,0.1
cv_0039,4,2,12.7,0.1
cv_0039,4,3,21.3,0.1
cv_0039,4,4,53.2,0.2
cv_0039,4,5,171.2,0.8
cv_0039,4,6,325.3,1.4
cv_0039,4,7,659.3,2.9
cv_0039,4,8,687.7,3.0
cv_0039,4,9,483.8,2.1
cv_0039,4,10,385.3,1.7
cv_0039,4,11,365.1,1.6
cv_0039,4,12,373.2,1.6
cv_0039,4,13,390.4,1.7
cv_0039,4,14,446.9,2.0
cv_0039,4,15,487.3,2.2
cv_0039,4,16,479.7,2.1
cv_0039,4,17,477.5,2.1
cv_0039,4,18,410.1,1.8
cv_0039,4,19,282.2,1.2
cv_0039,4,20,211.8,0.9
cv_0039,4,21,162.8,0.7
cv_0039,4,22,137.2,0.6
cv_0039,4,23,88.5,0.4
cv_0039,5,0,49.0,0.2
cv_0039,5,1,27.6,0.1
cv_0039,5,2,17.6,0.1
cv_0039,5,3,20.0,0.1
cv_0039,5,4,34.7,0.2
cv_0039,5,5,84.7,0.4
cv_0039,5,6,170.9,0.8
cv_0039,5,7,230.0,1.0
cv_0039,5,8,331.4,1.5
cv_0039,5,9,363.3,1.6
cv_0039,5,10,378.9,1.7
cv_0039,5,11,407.1,1.8
cv_0039,5,12,418.1,1.8
cv_0039,5,13,422.4,1.9
cv_0039,5,14,414.2,1.8
cv_0039,5,15,412.2,1.8
cv_0039,5,16,374.5,1.7
cv_0039,5,17,362.5,1.6
cv_0039,5,18,314.3,1.4
cv_0039,5,19,237.3,1.0
cv_0039,5,20,199.0,0.9
cv_0039,5,21,147.6,0.7
cv_0039,5,22,127.4,0.6
cv_0039,5,23,87.9,0.4
cv_0039,6,0,48.1,0.2
cv_0039,6,1,28.0,0.1
cv_0039,6,2,17.0,0.1
cv_0039,6,3,19.0,0.1
cv_0039,6,4,30.9,0.1
cv_0039,6,5,67.4,0.3
cv_0039,6,6,112.9,0.5
cv_0039,6,7,159.3,0.7
cv_0039,6,8,231.3,1.0
cv_0039,6,9,297.6,1.3
cv_0039,6,10,325.8,1.4
cv_0039,6,11,359.5,1.6
cv_0039,6,12,361.9,1.6
cv_0039,6,13,363.1,1.6
cv_0039,6,14,355.5,1.6
cv_0039,6,15,339.1,1.5
cv_0039,6,16,299.4,1.3
cv_0039,6,17,280.6,1.2
cv_0039,6,18,216.4,1.0
cv_0039,6,19,167.8,0.7
cv_0039,6,20,133.6,0.6
cv_0039,6,21,105.9,0.5
cv_0039,6,22,86.1,0.4
cv_0039,6,23,52.8,0.2
cv_0040,0,0,237.8,1.1
cv_0040,0,1,97.7,0.4
cv_0040,0,2,53.1,0.2
cv_0040,0,3,31.1,0.1
cv_0040,0,4,38.5,0.2
cv_0040,0,5,109.8,0.5
cv_0040,0,6,446.2,2.0
cv_0040,0,7,1391.9,6.1
cv_0040,0,8,2450.9,10.8
cv_0040,0,9,1859.7,8.2
cv_0040,0,10,1375.4,6.1
cv_0040,0,11,1391.0,6.1
cv_0040,0,12,1527.5,6.7
cv_0040,0,13,1650.2,7.3
cv_0040,0,14,2112.2,9.3
cv_0040,0,15,2843.9,12.6
cv_0040,0,16,3733.2,16.5
cv_0040,0,17,4773.2,21.1
cv_0040,0,18,3347.4,14.8
cv_0040,0,19,2181.1,9.6
cv_0040,0,20,1599.8,7.1
cv_0040,0,21,1288.8,5.7
cv_0040,0,22,934.7,4.1
cv_0040,0,23,613.5,2.7
cv_0040,1,0,304.4,1.3
cv_0040,1,1,104.6,0.5
cv_0040,1,2,59.1,0.3
cv_0040,1,3,32.8,0.1
cv_0040,1,4,40.9,0.2
cv_0040,1,5,130.7,0.6
cv_0040,1,6,498.1,2.2
cv_0040,1,7,1644.3,7.3
cv_0040,1,8,3197.1,14.1
cv_0040,1,9,2359.7,10.4
cv_0040,1,10,1555.5,6.9
cv_0040,1,11,1541.3,6.8
cv_0040,1,12,1719.7,7.6
cv_0040,1,13,1901.2,8.4
cv_0040,1,14,2387.3,10.5
cv_0040,1,15,3256.9,14.4
cv_0040,1,16,4438.3,19.6
cv_0040,1,17,6167.8,27.2
cv_0040,1,18,4184.8,18.5
cv_0040,1,19,2631.8,11.6
cv_0040,1,20,1945.2,8.6
cv_0040,1,21,1573.8,7.0
cv_0040,1,22,1184.4,5.2
cv_0040,1,23,724.4,3.2
cv_0040,2,0,356.2,1.6
cv_0040,2,1,125.8,0.6
cv_0040,2,2,71.6,0.3
cv_0040,2,3,36.9,0.2
cv_0040,2,4,42.7,0.2
cv_0040,2,5,130.6,0.6
cv_0040,2,6,491.5,2.2
cv_0040,2,7,1626.3,7.2
cv_0040,2,8,3149.3,13.9
cv_0040,2,9,2328.5,10.3
cv_0040,2,10,1550.9,6.9
cv_0040,2,11,1559.7,6.9
cv_0040,2,12,1728.0,7.6
cv_0040,2,13,1926.1,8.5
cv_0040,2,14,2390.5,10.6
cv_0040,2,15,3242.6,14.3
cv_0040,2,16,4374.2,19.3
cv_0040,2,17,6056.4,26.8
cv_0040,2,18,4133.0,18.3
cv_0040,2,19,2614.7,11.6
cv_0040,2,20,1945.7,8.6
cv_0040,2,21,1576.7,7.0
cv_0040,2,22,1215.3,5.4
cv_0040,2,23,744.8,3.3
cv_0040,3,0,380.9,1.7
cv_0040,3,1,139.1,0.6
cv_0040,3,2,76.1,0.3
cv_0040,3,3,39.1,0.2
cv_0040,3,4,45.6,0.2
cv_0040,3,5,129.6,0.6
cv_0040,3,6,481.0,2.1
cv_0040,3,7,1576.4,7.0
cv_0040,3,8,2973.4,13.1
cv_0040,3,9,2267.0,10.0
cv_0040,3,10,1543.2,6.8
cv_0040,3,11,1552.9,6.9
cv_0040,3,12,1724.2,7.6
cv_0040,3,13,1915.7,8.5
cv_0040,3,14,2376.8,10.5
cv_0040,3,15,3215.3,14.2
cv_0040,3,16,4275.8,18.9
cv_0040,3,17,5733.2,25.3
cv_0040,3,18,4038.6,17.8
cv_0040,3,19,2593.9,11.5
cv_0040,3,20,1931.9,8.5
cv_0040,3,21,1583.3,7.0
cv_0040,3,22,1254.2,5.5
cv_0040,3,23,816.7,3.6
cv_0040,4,0,421.4,1.9
cv_0040,4,1,157.9,0.7
cv_0040,4,2,84.7,0.4
cv_0040,4,3,47.8,0.2
cv_0040,4,4,50.2,0.2
cv_0040,4,5,121.7,0.5
cv_0040,4,6,427.0,1.9
cv_0040,4,7,1264.4,5.6
cv_0040,4,8,1839.8,8.1
cv_0040,4,9,1636.7,7.2
cv_0040,4,10,1495.5,6.6
cv_0040,4,11,1570.0,6.9
cv_0040,4,12,1770.0,7.8
cv_0040,4,13,1972.4,8.7
cv_0040,4,14,2441.5,10.8
cv_0040,4,15,3230.1,14.3
cv_0040,4,16,3823.3,16.9
cv_0040,4,17,4131.8,18.3
cv_0040,4,18,3397.0,15.0
cv_0040,4,19,2566.3,11.3
cv_0040,4,20,1918.4,8.5
cv_0040,4,21,1587.3,7.0
cv_0040,4,22,1343.4,5.9
cv_0040,4,23,1096.4,4.8
cv_0040,5,0,665.5,2.9
cv_0040,5,1,294.4,1.3
cv_0040,5,2,162.6,0.7
cv_0040,5,3,94.8,0.4
cv_0040,5,4,74.1,0.3
cv_0040,5,5,78.5,0.3
cv_0040,5,6,172.3,0.8
cv_0040,5,7,388.3,1.7
cv_0040,5,8,505.0,2.2
cv_0040,5,9,770.2,3.4
cv_0040,5,10,1144.7,5.1
cv_0040,5,11,1479.7,6.5
cv_0040,5,12,1699.5,7.5
cv_0040,5,13,1836.8,8.1
cv_0040,5,14,1942.0,8.6
cv_0040,5,15,2086.8,9.2
cv_0040,5,16,2114.6,9.3
cv_0040,5,17,1989.8,8.8
cv_0040,5,18,1943.5,8.6
cv_0040,5,19,1844.2,8.1
cv_0040,5,20,1465.5,6.5
cv_0040,5,21,1281.4,5.7
cv_0040,5,22,1206.8,5.3
cv_0040,5,23,1007.9,4.5
cv_0040,6,0,588.9,2.6
cv_0040,6,1,296.3,1.3
cv_0040,6,2,157.8,0.7
cv_0040,6,3,95.7,0.4
cv_0040,6,4,74.2,0.3
cv_0040,6,5,70.1,0.3
cv_0040,6,6,141.2,0.6
cv_0040,6,7,321.1,1.4
cv_0040,6,8,398.8,1.8
cv_0040,6,9,612.8,2.7
cv_0040,6,10,920.7,4.1
cv_0040,6,11,1223.6,5.4
cv_0040,6,12,1354.4,6.0
cv_0040,6,13,1399.5,6.2
cv_0040,6,14,1495.5,6.6
cv_0040,6,15,1543.6,6.8
cv_0040,6,16,1568.6,6.9
cv_0040,6,17,1507.9,6.7
cv_0040,6,18,1378.3,6.1
cv_0040,6,19,1157.2,5.1
cv_0040,6,20,964.0,4.3
cv_0040,6,21,876.5,3.9
cv_0040,6,22,721.2,3.2
cv_0040,6,23,497.9,2.2
cv_0041,0,0,281.2,1.2
cv_0041,0,1,116.3,0.5
cv_0041,0,2,61.3,0.3
cv_0041,0,3,36.8,0.2
cv_0041,0,4,41.2,0.2
cv_0041,0,5,118.2,0.5
cv_0041,0,6,440.4,1.9
cv_0041,0,7,1364.3,6.0
cv_0041,0,8,2737.9,12.1
cv_0041,0,9,2117.8,9.4
cv_0041,0,10,1574.3,7.0
cv_0041,0,11,1617.6,7.1
cv_0041,0,12,1882.8,8.3
cv_0041,0,13,2039.0,9.0
cv_0041,0,14,2650.2,11.7
cv_0041,0,15,3458.0,15.3
cv_0041,0,16,4229.7,18.7
cv_0041,0,17,5769.1,25.5
cv_0041,0,18,4489.5,19.8
