station_complex_id,dow,hour,mean_ridership,pred_ridership,n_obs
301,0,0,24.041666666666668,23.838749216467495,72
301,0,1,15.845070422535212,15.558640563548181,71
301,0,2,15.492957746478874,14.964239171088309,71
301,0,3,24.154929577464788,23.997002404396664,71
301,0,4,69.36486486486487,68.34787220880845,74
301,0,5,215.74324324324326,221.00019468310865,74
301,0,6,383.50666666666666,380.95798041098584,75
301,0,7,741.8513513513514,755.4302662086383,74
301,0,8,742.9333333333333,779.7236078311957,75
301,0,9,447.81081081081084,451.23599286269507,74
301,0,10,360.74666666666667,356.24371225432236,75
301,0,11,362.14666666666665,348.0672590610587,75
301,0,12,359.93333333333334,360.68255003262163,75
301,0,13,427.3783783783784,415.3830954947003,74
301,0,14,485.2133333333333,484.44812804582966,75
301,0,15,507.48,486.99130617311243,75
301,0,16,496.4594594594595,482.3625930216551,74
301,0,17,504.3378378378378,478.2219095280105,74
301,0,18,353.1756756756757,339.9039213957132,74
301,0,19,252.32432432432432,238.54927800879636,74
301,0,20,173.6891891891892,173.24553908969577,74
301,0,21,123.82432432432432,119.16169291681129,74
301,0,22,79.97142857142858,82.93139183020283,70
301,0,23,53.885714285714286,53.97507745775818,70
301,1,0,26.119402985074625,24.540710543707362,67
301,1,1,14.712121212121213,15.571505082121503,66
301,1,2,15.484848484848484,14.889026773552656,66
301,1,3,22.545454545454547,24.00148723011421,66
301,1,4,73.40277777777777,71.12944224632339,72
301,1,5,231.13333333333333,241.26792359895776,75
301,1,6,404.52,410.12712282429925,75
301,1,7,805.48,821.953133530556,75
301,1,8,841.6891891891892,877.0689408855079,74
301,1,9,492.8933333333333,501.6711569867457,75
301,1,10,390.56,398.34794873228896,75
301,1,11,378.37333333333333,377.98572240978353,75
301,1,12,375.2266666666667,398.9768445440079,75
301,1,13,440.74666666666667,442.7637059459315,75
301,1,14,532.8243243243244,536.0509552198982,74
301,1,15,547.4,543.6306831810757,75
301,1,16,532.8243243243244,528.9269146585309,74
301,1,17,544.1466666666666,510.27092996100816,75
301,1,18,392.1066666666667,379.6316381116387,75
301,1,19,275.85333333333335,283.20021644236857,75
301,1,20,186.2,189.39504957728875,75
301,1,21,125.84,125.63600479724352,75
301,1,22,86.28571428571429,89.57356742921756,70
301,1,23,59.391304347826086,58.20311437436023,69
301,2,0,27.91549295774648,26.79154018425701,71
301,2,1,17.5,16.15713711069917,68
301,2,2,15.764705882352942,15.396025081796873,68
301,2,3,24.63768115942029,24.162902117032896,69
301,2,4,69.69736842105263,67.9558967924045,76
301,2,5,236.6578947368421,238.85526486220763,76
301,2,6,413.2236842105263,409.6800994178746,76
301,2,7,819.8552631578947,823.6441031516927,76
301,2,8,835.9605263157895,870.2760651538086,76
301,2,9,501.14473684210526,501.68736178090865,76
301,2,10,395.9078947368421,397.1300361528887,76
301,2,11,387.10526315789474,384.49580772769764,76
301,2,12,397.9868421052632,400.43369513276934,76
301,2,13,442.0657894736842,446.4107381752857,76
301,2,14,527.3421052631579,535.966872529238,76
301,2,15,537.6052631578947,545.9398682782484,76
301,2,16,508.69736842105266,524.4639558974446,76
301,2,17,523.1842105263158,505.9618568752055,76
301,2,18,382.7763157894737,377.4087598179243,76
